name,description,category,muscle_group,muscle,equipment,tutorial_link
Kettlebell side squat,"The kettlebell side squat is a popular movement to build mobility and lateral strength in the hips. It can be performed for time or for reps, either on its own or as part of a kettlebell circuit, complex, or flow.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Kettlebell sumo squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Single Arm Overhead Kettlebell Squat,"The single-arm kettlebell overhead squat is a popular kettlebell movement performed while holding a single kettlebell in a locked-out overhead position. It targets the muscles of the lower body dynamically, while also challenging and building shoulder stability and upper-back mobility. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Pulsing goblet squat,"The pulsing goblet squat is a simple way to make a popular squat variation more taxing for the lower body and cardiovascular system. They can be done for time or reps, allowing you to get a significant training effect from a light weight in circuit-style training.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Double-kettlebell alternating lunge to clean,"The double-kettlebell alternating lunge to clean is a combination of kettlebell moves in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
FYR Goblet Squat,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
FYR Kettlebell Sumo Squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Double-kettlebell front squat,"The double-kettlebell front squat is a popular kettlebell movement performed while holding two kettlebells in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
FYR Kettlebell Squat Clean,"The kettlebell squat clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Single-arm kettlebell front squat,"The single-arm kettlebell front squat is a popular kettlebell movement performed while holding a single kettlebell in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Kettlebell front rack lunge,"The kettlebell front rack lunge is a dynamic leg and core exercise in which a lifter performs lunges while holding a single kettlebell in the front-racked position. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, as well as in muscle or strength-focused workouts.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Goblet squat-,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Dumbbell goblet squat-,"The goblet squat is a popular lower-body exercise in which a dumbbell or kettlebell is held in front of the chest with two hands, approximating how you might hold a heavy goblet. It is used as a teaching tool to help instruct and develop proper squat form, but is also effective for building size in the quads, glutes, and hamstrings. It can be performed for low reps to build strength, or for higher reps to build muscle and conditioning.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Kettlebells,
Dumbbell Goblet Squat,"The goblet squat is a common exercise used in the early stages of learning to squat, or as a movement in general training programs for building size to the quads, glutes, and hamstrings.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell squat,"The dumbbell squat is a classic lower-body exercise that targets the quadriceps, hamstrings, and glutes. While this variation is usually performed with relatively light weights for high reps, it can also be used as a substitute for squats or the trap-bar deadlift in any workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell Lunges,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell reverse lunge,"The dumbbell reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Split Squat with Dumbbells,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell sumo squat,"The dumbbell sumo squat is a popular lower-body movement using a single dumbbell held in front of the legs. It is performed with a wider than shoulder-width stance, which increases the demand on the glutes, hamstrings, and adductors while still benefiting the quads, core, and upper body. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the lower-body portion of a workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell Walking Lunge,"The dumbbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as core muscles.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell front squat,"The dumbbell front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the amount of weight you can use will be limited by what you can clean to the rack position, this movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell lunge with biceps curl,"The dumbbell lunge with biceps curl combines an isometric hold at the bottom of a lunge with a dumbbell biceps curl. The two exercises combine to target the legs, core, and biceps. The curl will determine the amount of weight you can use, but even a light weight will make the lunge hold seriously challenging.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell jump squat,"The dumbbell jump squat is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Done with heavier weights, it can be trained for low reps with a power focus. With light weights, it is often done for higher reps for fat-loss and conditioning.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Single-leg dumbbell Romanian deadlift,"The single-leg dumbbell Romanian deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The difference between a Romanian deadlift and a stiff-legged deadlift is the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Single-leg deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. If balance is a challenge, this movement is still very effective if performed while holding on to a stable object for support.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Dumbbell,
Seesaw lunge,The seesaw lunge is a bodyweight exercise that combines both the forward and the reverse lunge. It can also be performed holding dumbbells or other weights. It can be performed for time or reps in the lower-body portion of any workout.,Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
FYR Dumbbell Front Squat,"The dumbbell front squat targets the quads, glutes, and hamstrings, as well as the upper body and challenging core stability for building total body strength.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell split squat,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell deadlift,"The dumbbell deadlift is a movement that targets the hamstrings, glutes, and back muscles. While it can be performed all the way from the ground, in the style of a barbell deadlift, it is more often performed from the top down as a Romanian deadlift. The dumbbell deadlift can be performed in low rep ranges to build posterior strength, or for moderate to high reps to build muscle and endurance.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Dumbbell,
Single-arm stiff-legged deadlift,"The single-arm stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell racked reverse lunge,"The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Total Fitness Dumbbell Reverse Lunge,"The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Single-arm dumbbell front squat,"The single-arm dumbbell front squat is an exercise that targets the quads, glutes, and hamstrings, as well as the upper body. It also challenges oblique strength due to the offset loading. It can be performed in strength and muscle-focused workouts, in circuit training, or as part of a larger dumbbell complex with movements like single-arm dumbbell clean and presses.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
King Maker Weighted Jump Squat,"The dumbbell jump squat takes a classic bodybuilding move, the squat, and adds a plyometric element, the jump. It builds not only lower-body strength but also explosiveness.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
3D dumbbell lunge,"The 3D dumbbell lunge is a sequence of lower-body exercises that target the muscles of the glutes, quads, and hamstrings from a variety of angles. It consists of one curtsy lunge with each leg, followed by one reverse lunge with each leg. This lunge variation is most commonly performed for multiple rounds as part of a lower-body circuit or workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell jump squat with rotation,"The dumbbell jump squat with rotation is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Each jump ends with the body turned 90 degrees, adding a rotational power component to the lift. It is usually performed with light weights for high reps in fat-loss and conditioning workouts.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Dumbbell step-down reverse lunge,"The dumbbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usually performed for time or for relatively high reps, such as 10 reps or more per side.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Dumbbell,
Hex-bar deadlift,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Other,
Weighted sissy squat,"The weighted sissy squat is an exercise primarily targeting the quadriceps. In sissy squats, the knees travel over the toes, placing the quads under a fairly extreme stretch. They are usually performed for moderate to high reps as part of a lower-body training session.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Barbell squat with plate slide,"The barbell squat with plate slide is an exercise targeting the quadriceps, with the plate slide also working the adductors and abductors. It can help you get more total-leg and hip development out of squats, but is probably not the sort of thing you want to do with a seriously heavy load on your back.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Suspended split squat,"The suspended split squat is a single-leg squat variation performed with the rear leg in a suspension strap system. This allows the rear leg to move slightly more naturally than it would be able to on a bench. The exercise targets the quads, hamstring, and glute muscles on the front leg, but also taxes and stretches the quads on the rear leg.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Dumbbell walking lunge-,"The dumbbell walking lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. The dumbbell walking lunge is often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing reverse lunges or split squats instead.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Single-leg knee-tap squat,"The single-leg knee-tap squat is a single-leg squat variation that involves â€œfloatingâ€ the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Hybrid deadlift,"The hybrid deadlift is a version of the barbell deadlift in which the lifter's stance is wider than a conventional position, but narrower than a wide sumo deadlift. The feet are just outside the shoulders and grip placement is just inside of the legs. Many non-competitive lifters find this position to be more spine friendly and strong than either of the other traditional stances. This variation of the deadlift has all the same benefits as the others, and is capable of building serious full-body and posterior chain strength.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Other,
Landmine squat,"The landmine squat is a lower-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The landmine squat is similar in many ways to a goblet squat, but with slight differences due to the angle of the barbell. It can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Dumbbell Bulgarian split squat,"The dumbbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. Overloading the movement with dumbbells usually presents less of a balance challenge than putting a barbell on the back. Dumbbell split squats are usually performed for moderate to high reps, such as 8-12 reps per leg, but they are also effective done with heavier weights in lower rep ranges.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Other,
Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Machine,
Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
TBS Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Smith machine front squat,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Single-leg hack squat,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Narrow-stance hack squat,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Stiff-Legged Deadlift - Gethin Variation,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Quadriceps,"Erector Spinae, Gluteus Maximus, Hamstrings",Machine,
Hack squat-,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Smith machine lunge squat,"The Smith machine lunge squat is an exercise targeting the quads, glutes, and hamstrings. Using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges. The Smith machine mimics a barbell but provides more stability.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Hack Squat - Gethin Variation,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
King Maker Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Machine,
Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves â€œfloatingâ€ the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Plyometrics,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,"Lower Rectus Abdominis, Hip Flexors",Body Only,
Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
FYR Air Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,"Pectorals, Triceps Brachii, Anterior Deltoid",Body Only,
FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,"Quadriceps, Gluteus Maximus, Hamstrings",Body Only,
